SENS,JOUR,HEURE/MINUTE,SECONDE/CENTIEME,VITESSE,SER,TYPE
1,12,731,5633,V=044,S=0584,VL
1,12,732,527,V=053,S=0536,VL
1,12,732,809,V=045,S=0600,VL
1,12,732,946,V=047,S=0652,VL
1,12,732,2091,V=029,S=0488,VL
1,12,732,2342,V=027,S=0713,VL
1,12,732,2422,V=026,S=0166,Vélo
1,12,732,2757,V=029,S=0620,VL
1,12,732,2965,V=027,S=0569,VL
1,12,732,3395,V=020,S=0479,VL
1,12,732,3589,V=017,S=0342,2R
1,12,732,4170,V=010,S=0153,Vélo
1,12,733,1571,V=017,S=0369,2R
1,12,733,1824,V=016,S=0558,VL
1,12,733,2118,V=020,S=0510,VL
1,12,733,2351,V=021,S=0504,VL
1,12,733,2771,V=032,S=0482,VL
1,12,733,3070,V=030,S=0647,VL
1,12,733,3317,V=031,S=0563,VL
1,12,733,3611,V=028,S=0720,VL
1,12,733,3799,V=027,S=0642,VL
1,12,733,3944,V=030,S=0285,2R
1,12,733,5240,V=035,S=0563,VL
1,12,733,5414,V=032,S=0658,VL
1,12,733,5808,V=033,S=0542,VL
1,12,734,395,V=033,S=0500,VL
1,12,734,478,V=032,S=0752,VL
1,12,734,857,V=039,S=0683,VL
1,12,734,1553,V=028,S=0733,VL
1,12,734,1828,V=029,S=0548,VL
1,12,734,2074,V=028,S=0548,VL
1,12,734,2372,V=033,S=0626,VL
1,12,734,2857,V=042,S=0615,VL
1,12,734,3707,V=047,S=0590,VL
1,12,734,3997,V=040,S=0668,VL
1,12,734,4115,V=039,S=0549,VL
1,12,734,5405,V=041,S=0640,VL
1,12,734,5823,V=035,S=0610,VL
1,12,735,1172,V=037,S=0615,VL
1,12,735,3181,V=035,S=0627,VL
1,12,735,3429,V=036,S=1783,PL/Bus
1,12,735,3617,V=033,S=0630,VL
1,12,735,3849,V=032,S=0592,VL
1,12,735,4064,V=030,S=0568,VL
1,12,735,4314,V=027,S=0584,VL
1,12,735,4502,V=028,S=0618,VL
1,12,735,4536,V=038,S=0315,2R
1,12,735,4760,V=034,S=0991,PL/Bus
1,12,735,5059,V=036,S=0723,VL
1,12,735,5380,V=033,S=0534,VL
1,12,736,109,V=025,S=0607,VL
1,12,736,268,V=026,S=0608,VL
1,12,736,539,V=027,S=0476,VL
1,12,736,799,V=028,S=0533,VL
1,12,736,1037,V=029,S=0532,VL
1,12,736,1191,V=030,S=0596,VL
1,12,736,1449,V=029,S=0612,VL
1,12,736,1646,V=029,S=0839,VL
1,12,736,1880,V=026,S=0641,VL
1,12,736,2142,V=033,S=0631,VL
1,12,736,2481,V=034,S=0751,VL
1,12,736,2587,V=033,S=0483,VL
1,12,736,3045,V=039,S=0522,VL
1,12,736,3300,V=040,S=0615,VL
1,12,736,3510,V=039,S=0717,VL
1,12,736,3694,V=037,S=0309,2R
1,12,736,3845,V=039,S=0352,2R
1,12,736,4060,V=037,S=0688,VL
1,12,736,4441,V=049,S=0575,VL
1,12,736,5000,V=040,S=0535,VL
1,12,736,5181,V=037,S=0641,VL
1,12,736,5867,V=045,S=0621,VL
1,12,737,1012,V=034,S=0580,VL
1,12,737,1209,V=033,S=0586,VL
1,12,737,1450,V=036,S=0667,VL
1,12,737,1694,V=034,S=0538,VL
1,12,737,1981,V=034,S=0590,VL
1,12,737,2158,V=034,S=0490,VL
1,12,737,2370,V=030,S=0584,VL
1,12,737,2550,V=032,S=0530,VL
1,12,737,2755,V=033,S=0672,VL
1,12,737,3145,V=031,S=0651,VL
1,12,737,3330,V=031,S=0667,VL
1,12,737,3922,V=038,S=0678,VL
1,12,737,4815,V=047,S=0590,VL
1,12,737,4970,V=046,S=0645,VL
1,12,737,5193,V=048,S=0537,VL
1,12,737,5373,V=045,S=0566,VL
1,12,737,5591,V=044,S=0522,VL
1,12,737,5734,V=041,S=0558,VL
1,12,738,726,V=037,S=0926,PL/Bus
1,12,738,800,V=037,S=0453,VL
1,12,738,1022,V=038,S=0642,VL
1,12,738,1107,V=040,S=0226,2R
1,12,738,1372,V=032,S=0529,VL
1,12,738,1493,V=030,S=0567,VL
1,12,738,1821,V=031,S=0552,VL
1,12,738,1916,V=030,S=0230,2R
1,12,738,2025,V=028,S=0628,VL
1,12,738,2286,V=029,S=0544,VL
1,12,738,2411,V=033,S=0576,VL
1,12,738,2753,V=032,S=0618,VL
1,12,738,3012,V=032,S=0729,VL
1,12,738,3213,V=032,S=0558,VL
1,12,738,3479,V=033,S=0601,VL
1,12,738,3763,V=039,S=0627,VL
1,12,738,4133,V=035,S=0546,VL
1,12,738,4563,V=036,S=0701,VL
1,12,738,4759,V=035,S=0567,VL
1,12,738,5530,V=037,S=0637,VL
1,12,738,5895,V=036,S=0611,VL
1,12,739,455,V=043,S=0544,VL
1,12,739,602,V=041,S=0655,VL
1,12,739,1095,V=037,S=0684,VL
1,12,739,1625,V=050,S=0556,VL
1,12,739,2313,V=044,S=1277,PL/Bus
1,12,739,2575,V=044,S=0720,VL
1,12,739,2649,V=044,S=0742,VL
1,12,739,3225,V=035,S=0621,VL
1,12,739,3393,V=035,S=0263,2R
1,12,739,3895,V=041,S=0545,VL
1,12,739,4061,V=040,S=0499,VL
1,12,739,4263,V=040,S=0509,VL
1,12,739,4626,V=040,S=0581,VL
1,12,739,4844,V=040,S=0555,VL
1,12,739,5046,V=040,S=0558,VL
1,12,739,5338,V=040,S=0752,VL
1,12,739,5501,V=040,S=0599,VL
1,12,739,5838,V=035,S=0620,VL
1,12,740,203,V=034,S=0621,VL
1,12,740,1502,V=035,S=0711,VL
1,12,740,1696,V=038,S=0626,VL
1,12,740,1789,V=037,S=0278,2R
1,12,740,2084,V=037,S=0699,VL
1,12,740,2422,V=032,S=0599,VL
1,12,740,2595,V=032,S=0571,VL
1,12,740,2845,V=030,S=0728,VL
1,12,740,3184,V=030,S=0610,VL
1,12,740,3552,V=032,S=0568,VL
1,12,740,3963,V=033,S=0671,VL
1,12,740,4177,V=032,S=0683,VL
1,12,740,4304,V=032,S=0510,VL
1,12,740,5120,V=040,S=1188,PL/Bus
1,12,740,5169,V=039,S=0494,VL
1,12,740,5487,V=040,S=1305,PL/Bus
1,12,740,5513,V=039,S=0231,2R
1,12,740,5846,V=039,S=0982,PL/Bus
1,12,741,12,V=039,S=0626,VL
1,12,741,250,V=034,S=0696,VL
1,12,741,475,V=034,S=0542,VL
1,12,741,820,V=031,S=0638,VL
1,12,741,940,V=027,S=0421,VL
1,12,741,1238,V=030,S=0487,VL
1,12,741,1711,V=029,S=0573,VL
1,12,741,2298,V=029,S=0500,VL
1,12,741,3067,V=027,S=0603,VL
1,12,741,3484,V=036,S=0599,VL
1,12,741,3861,V=034,S=0569,VL
1,12,741,4025,V=030,S=0563,VL
1,12,741,4402,V=033,S=0623,VL
1,12,741,4808,V=030,S=0514,VL
1,12,741,5127,V=029,S=0584,VL
1,12,741,5573,V=016,S=0522,VL
1,12,742,3413,V=017,S=0512,VL
1,12,742,3589,V=019,S=0469,VL
1,12,742,3997,V=018,S=0552,VL
1,12,742,4317,V=016,S=0191,Vélo
1,12,742,4617,V=016,S=0377,2R
1,12,742,4806,V=016,S=0447,VL
1,12,742,4990,V=018,S=0379,2R
1,12,742,5174,V=018,S=0445,VL
1,12,742,5467,V=021,S=0420,VL
1,12,742,5812,V=024,S=0594,VL
1,12,743,53,V=025,S=0665,VL
1,12,743,388,V=025,S=0447,VL
1,12,743,731,V=025,S=0765,VL
1,12,743,1124,V=025,S=0530,VL
1,12,743,1550,V=027,S=0563,VL
1,12,743,1753,V=027,S=0615,VL
1,12,743,1962,V=029,S=0618,VL
1,12,743,2218,V=027,S=0579,VL
1,12,743,2525,V=019,S=0592,VL
1,12,743,2700,V=017,S=0286,2R
1,12,743,3059,V=015,S=0415,VL
1,12,743,3307,V=015,S=0396,2R
1,12,743,5282,V=012,S=0753,VL
1,12,743,5429,V=014,S=0245,2R
1,12,743,5663,V=015,S=0292,2R
1,12,744,239,V=021,S=0542,VL
1,12,744,747,V=028,S=0533,VL
1,12,744,1122,V=025,S=0556,VL
1,12,744,1404,V=022,S=0631,VL
1,12,744,1671,V=020,S=0417,VL
1,12,744,1825,V=020,S=0469,VL
1,12,744,2271,V=014,S=0237,2R
1,12,744,3499,V=022,S=0505,VL
1,12,744,3795,V=025,S=0551,VL
1,12,744,3959,V=024,S=0573,VL
1,12,744,4284,V=030,S=0537,VL
1,12,744,5068,V=036,S=0533,VL
1,12,744,5412,V=034,S=0584,VL
1,12,744,5973,V=036,S=0554,VL
1,12,745,681,V=040,S=2446,PL/Bus
1,12,745,968,V=032,S=0612,VL
1,12,745,1140,V=031,S=0644,VL
1,12,745,1405,V=028,S=0598,VL
1,12,745,2483,V=030,S=0579,VL
1,12,745,4551,V=029,S=0558,VL
1,12,745,4713,V=028,S=0700,VL
1,12,745,4817,V=021,S=0171,Vélo
1,12,745,5054,V=034,S=0628,VL
1,12,745,5278,V=037,S=0496,VL
1,12,745,5692,V=034,S=0561,VL
1,12,745,5930,V=032,S=0523,VL
1,12,746,338,V=039,S=0636,VL
1,12,746,1223,V=050,S=0553,VL
1,12,746,1658,V=035,S=0612,VL
1,12,746,2054,V=035,S=0582,VL
1,12,746,2357,V=030,S=0685,VL
1,12,746,2745,V=030,S=0538,VL
1,12,746,2976,V=030,S=0540,VL
1,12,746,4259,V=028,S=2340,PL/Bus
1,12,746,4495,V=025,S=0525,VL
1,12,746,4691,V=026,S=0532,VL
1,12,746,4974,V=025,S=0567,VL
1,12,746,5169,V=025,S=0555,VL
1,12,746,5366,V=024,S=0537,VL
1,12,746,5600,V=025,S=0649,VL
1,12,747,5711,V=030,S=2463,PL/Bus
1,12,748,1148,V=026,S=1772,PL/Bus
1,12,748,1254,V=031,S=0304,2R
1,12,748,1727,V=030,S=0586,VL
1,12,748,1977,V=025,S=0536,VL
1,12,748,2272,V=027,S=0650,VL
1,12,748,2470,V=030,S=0550,VL
1,12,748,2734,V=026,S=0513,VL
1,12,748,2947,V=025,S=0524,VL
1,12,748,3342,V=027,S=0587,VL
1,12,748,3561,V=028,S=0616,VL
1,12,748,3763,V=030,S=0674,VL
1,12,748,4032,V=029,S=0565,VL
1,12,748,4587,V=036,S=0494,VL
1,12,748,4798,V=032,S=0609,VL
1,12,749,561,V=043,S=0305,2R
1,12,749,1324,V=046,S=0495,VL
1,12,749,1827,V=038,S=0623,VL
1,12,749,1974,V=039,S=0577,VL
1,12,749,2427,V=036,S=1073,PL/Bus
1,12,749,2489,V=036,S=0562,VL
1,12,749,3185,V=030,S=0565,VL
1,12,749,3395,V=028,S=0601,VL
1,12,749,3577,V=027,S=0520,VL
1,12,749,3927,V=025,S=0573,VL
1,12,749,4240,V=023,S=0613,VL
1,12,749,4537,V=022,S=0505,VL
1,12,749,4717,V=022,S=0528,VL
1,12,749,5373,V=025,S=0487,VL
1,12,750,147,V=022,S=0535,VL
1,12,750,821,V=024,S=0704,VL
1,12,750,1367,V=030,S=0513,VL
1,12,750,1487,V=033,S=0637,VL
1,12,750,1703,V=027,S=0301,2R
1,12,750,1893,V=031,S=0605,VL
1,12,750,2205,V=030,S=0796,VL
1,12,750,2538,V=027,S=0469,VL
1,12,750,2665,V=028,S=0307,2R
1,12,750,2832,V=029,S=0634,VL
1,12,750,3256,V=029,S=0551,VL
1,12,750,3770,V=026,S=0608,VL
1,12,750,3954,V=029,S=0547,VL
1,12,750,4299,V=028,S=0545,VL
1,12,750,4644,V=028,S=0596,VL
1,12,750,5702,V=024,S=0575,VL
1,12,750,5775,V=026,S=0246,2R
1,12,750,5844,V=028,S=0272,2R
1,12,750,5954,V=025,S=0519,VL
1,12,751,74,V=021,S=0242,2R
1,12,751,281,V=024,S=0588,VL
1,12,751,642,V=025,S=0582,VL
1,12,751,927,V=026,S=0566,VL
1,12,751,1204,V=026,S=0445,VL
1,12,751,1425,V=026,S=0508,VL
1,12,751,1652,V=028,S=0558,VL
1,12,751,1908,V=026,S=0522,VL
1,12,751,2149,V=027,S=0507,VL
1,12,751,2253,V=026,S=0322,2R
1,12,751,2494,V=026,S=0589,VL
1,12,751,2709,V=026,S=0868,VL
1,12,751,2967,V=027,S=0595,VL
1,12,751,3309,V=021,S=0517,VL
1,12,751,3573,V=017,S=0493,VL
1,12,751,5975,V=013,S=0218,Vélo
1,12,752,436,V=014,S=0347,2R
1,12,752,770,V=015,S=0376,2R
1,12,752,1004,V=011,S=0234,2R
1,12,752,1251,V=030,S=0229,2R
1,12,752,3241,V=014,S=0412,VL
1,12,753,550,V=011,S=0352,2R
1,12,753,2981,V=013,S=0211,Vélo
1,12,753,3369,V=019,S=0508,VL
1,12,753,3467,V=021,S=0352,2R
1,12,753,3527,V=024,S=0203,Vélo
1,12,753,3777,V=021,S=0443,VL
1,12,753,4215,V=021,S=0521,VL
1,12,753,4487,V=021,S=0475,VL
1,12,753,4660,V=023,S=0549,VL
1,12,753,5094,V=026,S=0779,VL
1,12,753,5405,V=028,S=0696,VL
1,12,753,5720,V=049,S=0253,2R
1,12,754,42,V=041,S=0573,VL
1,12,754,718,V=035,S=0558,VL
1,12,754,1030,V=037,S=0502,VL
1,12,754,1237,V=032,S=0590,VL
1,12,754,1603,V=032,S=0611,VL
1,12,754,1759,V=031,S=0581,VL
1,12,754,2393,V=025,S=0496,VL
1,12,754,2564,V=030,S=0617,VL
1,12,754,3308,V=024,S=0576,VL
1,12,754,3357,V=023,S=0151,Vélo
1,12,754,3650,V=018,S=0528,VL
1,12,754,4111,V=016,S=0152,Vélo
1,12,754,4796,V=022,S=0523,VL
1,12,754,5764,V=018,S=0463,VL
1,12,754,5973,V=017,S=0391,2R
1,12,755,173,V=019,S=0397,2R
1,12,755,499,V=018,S=0335,2R
1,12,755,867,V=015,S=0593,VL
1,12,755,998,V=015,S=0350,2R
1,12,755,1230,V=012,S=0275,2R
1,12,755,2400,V=013,S=0385,2R
1,12,755,4843,V=017,S=2405,PL/Bus
1,12,755,5230,V=016,S=0451,VL
1,12,755,5748,V=015,S=0523,VL
1,12,755,5998,V=014,S=0547,VL
1,12,756,1372,V=018,S=0495,VL
1,12,756,1605,V=023,S=0559,VL
1,12,756,2731,V=026,S=0580,VL
1,12,756,3057,V=026,S=0630,VL
1,12,756,3230,V=028,S=0660,VL
1,12,756,3453,V=028,S=0571,VL
1,12,756,3636,V=028,S=0538,VL
1,12,756,3922,V=030,S=0526,VL
1,12,756,4274,V=032,S=0546,VL
1,12,756,4572,V=030,S=0833,VL
1,12,756,4642,V=030,S=0358,2R
1,12,756,4979,V=028,S=0547,VL
1,12,756,5250,V=027,S=0543,VL
1,12,756,5835,V=030,S=0605,VL
1,12,757,56,V=030,S=0516,VL
1,12,757,408,V=026,S=0518,VL
1,12,757,654,V=025,S=0560,VL
1,12,757,897,V=026,S=0633,VL
1,12,757,1179,V=026,S=0674,VL
1,12,757,1442,V=026,S=0528,VL
1,12,757,2009,V=026,S=0763,VL
1,12,757,2269,V=023,S=0486,VL
1,12,757,2684,V=020,S=0413,VL
1,12,757,3217,V=020,S=0502,VL
1,12,757,3497,V=017,S=0421,VL
1,12,757,3814,V=020,S=0513,VL
1,12,757,4328,V=036,S=0550,VL
1,12,757,5170,V=019,S=2051,PL/Bus
1,12,757,5223,V=016,S=0216,Vélo
1,12,757,5373,V=018,S=0186,Vélo
1,12,757,5584,V=016,S=0165,Vélo
1,12,757,5830,V=015,S=0224,2R
1,12,758,45,V=015,S=0344,2R
1,12,758,353,V=014,S=0452,VL
1,12,758,912,V=022,S=0536,VL
1,12,758,951,V=021,S=0219,Vélo
1,12,758,1192,V=021,S=0507,VL
1,12,758,1838,V=016,S=0387,2R
1,12,758,2964,V=030,S=0553,VL
1,12,758,3306,V=028,S=0691,VL
1,12,758,3584,V=025,S=0684,VL
1,12,758,3913,V=023,S=0655,VL
1,12,758,4319,V=025,S=0644,VL
1,12,758,4564,V=024,S=0556,VL
1,12,758,4692,V=025,S=0527,VL
1,12,758,4963,V=026,S=0538,VL
1,12,758,5438,V=025,S=0541,VL
1,12,758,5870,V=020,S=0495,VL
1,12,759,62,V=021,S=0586,VL
1,12,759,342,V=023,S=0565,VL
1,12,759,608,V=026,S=0647,VL
1,12,759,1033,V=045,S=0275,2R
1,12,759,1996,V=018,S=0463,VL
1,12,759,2194,V=022,S=0559,VL
1,12,759,2312,V=025,S=0704,VL
1,12,759,3884,V=029,S=1700,PL/Bus
1,12,759,4451,V=029,S=0664,VL
1,12,759,4629,V=028,S=0603,VL
1,12,759,4791,V=031,S=0585,VL
1,12,759,5076,V=029,S=0592,VL
1,12,759,5231,V=026,S=0527,VL
1,12,800,31,V=030,S=0575,VL
1,12,800,289,V=026,S=0562,VL
1,12,800,1403,V=015,S=0382,2R
1,12,800,1699,V=016,S=0155,Vélo
1,12,800,1761,V=017,S=0290,2R
1,12,800,2010,V=017,S=0459,VL
1,12,800,2287,V=013,S=0247,2R
1,12,800,5200,V=013,S=0260,2R
1,12,800,5472,V=014,S=0547,VL
1,12,800,5760,V=016,S=0289,2R
1,12,801,179,V=016,S=0459,VL
1,12,801,604,V=022,S=0656,VL
1,12,801,841,V=025,S=0689,VL
1,12,801,1398,V=018,S=0676,VL
1,12,801,2533,V=046,S=0605,VL
1,12,801,2621,V=046,S=0595,VL
1,12,801,3019,V=041,S=0574,VL
1,12,801,3245,V=039,S=0724,VL
1,12,802,365,V=059,S=0621,VL
1,12,802,769,V=047,S=0579,VL
1,12,802,978,V=041,S=0663,VL
1,12,802,1081,V=043,S=0747,VL
1,12,802,4727,V=048,S=0666,VL
1,12,802,4943,V=046,S=0615,VL
1,12,802,5294,V=039,S=0456,VL
1,12,802,5552,V=038,S=0728,VL
1,12,802,5846,V=039,S=0622,VL
1,12,803,995,V=027,S=0524,VL
1,12,803,1194,V=032,S=0551,VL
1,12,803,1453,V=028,S=0653,VL
1,12,803,1601,V=028,S=0484,VL
1,12,803,1756,V=031,S=0633,VL
1,12,803,2053,V=031,S=0720,VL
1,12,803,2184,V=032,S=0543,VL
1,12,803,2383,V=033,S=0612,VL
1,12,803,2580,V=033,S=0624,VL
1,12,803,2674,V=039,S=0259,2R
1,12,803,2861,V=032,S=0517,VL
1,12,803,3111,V=030,S=0524,VL
1,12,803,4025,V=047,S=0569,VL
1,12,803,4320,V=046,S=0568,VL
1,12,803,4650,V=047,S=0580,VL
1,12,803,5372,V=039,S=2705,PL/Bus
1,12,804,1867,V=031,S=2234,PL/Bus
1,12,804,2302,V=041,S=0511,VL
1,12,804,3772,V=051,S=0548,VL
1,12,804,4169,V=038,S=0857,VL
1,12,804,4361,V=038,S=0598,VL
1,12,804,4680,V=034,S=0639,VL
1,12,804,4863,V=033,S=0616,VL
1,12,804,5262,V=032,S=0598,VL
1,12,804,5635,V=031,S=0623,VL
1,12,805,120,V=031,S=0665,VL
1,12,805,299,V=030,S=0490,VL
1,12,805,598,V=030,S=0494,VL
1,12,805,743,V=029,S=0531,VL
1,12,805,776,V=029,S=0236,2R
1,12,805,996,V=029,S=0491,VL
1,12,805,1483,V=030,S=0549,VL
1,12,805,1850,V=037,S=0596,VL
1,12,805,2778,V=032,S=0558,VL
1,12,805,3010,V=032,S=0573,VL
1,12,805,3236,V=032,S=0535,VL
1,12,805,3420,V=030,S=0575,VL
1,12,805,3726,V=029,S=0598,VL
1,12,805,3891,V=028,S=0531,VL
1,12,805,4344,V=036,S=0655,VL
1,12,805,4515,V=039,S=0692,VL
1,12,805,5053,V=040,S=0568,VL
1,12,805,5298,V=041,S=0554,VL
1,12,805,5899,V=038,S=0702,VL
1,12,806,108,V=036,S=0509,VL
1,12,806,454,V=029,S=0668,VL
1,12,806,660,V=034,S=0585,VL
1,12,806,830,V=035,S=0539,VL
1,12,806,1209,V=036,S=0542,VL
1,12,806,1372,V=039,S=0670,VL
1,12,806,1572,V=039,S=0533,VL
1,12,806,1993,V=066,S=0605,VL
1,12,806,2593,V=042,S=0575,VL
1,12,806,2820,V=042,S=0616,VL
1,12,806,3410,V=035,S=1097,PL/Bus
1,12,806,3623,V=036,S=0709,VL
1,12,806,3805,V=034,S=0555,VL
1,12,806,4095,V=035,S=0681,VL
1,12,806,4363,V=037,S=0608,VL
1,12,806,4579,V=036,S=0510,VL
1,12,806,4753,V=038,S=0646,VL
1,12,806,4976,V=038,S=0578,VL
1,12,806,5253,V=034,S=0660,VL
1,12,806,5470,V=035,S=0628,VL
1,12,806,5655,V=033,S=0583,VL
1,12,807,801,V=044,S=0731,VL
1,12,807,1563,V=041,S=0638,VL
1,12,807,1804,V=040,S=0576,VL
1,12,807,2039,V=037,S=0571,VL
1,12,807,2181,V=036,S=0513,VL
1,12,807,3529,V=038,S=1446,PL/Bus
1,12,807,3947,V=041,S=0591,VL
1,12,807,4214,V=041,S=0573,VL
1,12,807,4675,V=038,S=0616,VL
1,12,807,4850,V=035,S=0607,VL
1,12,807,5874,V=034,S=0492,VL
1,12,807,5993,V=034,S=0603,VL
1,12,808,871,V=048,S=0680,VL
1,12,808,1130,V=044,S=0496,VL
1,12,808,1285,V=043,S=0599,VL
1,12,808,2316,V=028,S=1012,PL/Bus
1,12,808,2650,V=029,S=0709,VL
1,12,808,2757,V=028,S=0517,VL
1,12,808,2951,V=029,S=0651,VL
1,12,808,3099,V=029,S=0674,VL
1,12,808,3224,V=030,S=0503,VL
1,12,808,3450,V=028,S=0543,VL
1,12,808,3713,V=027,S=0560,VL
1,12,808,3939,V=027,S=0656,VL
1,12,808,4191,V=028,S=0524,VL
1,12,808,4458,V=029,S=0556,VL
1,12,808,4735,V=034,S=0537,VL
1,12,808,5124,V=039,S=0658,VL
1,12,808,5570,V=036,S=0555,VL
1,12,808,5985,V=050,S=0537,VL
1,12,809,202,V=048,S=0653,VL
1,12,809,435,V=044,S=0674,VL
1,12,809,568,V=042,S=0682,VL
1,12,809,937,V=046,S=0621,VL
1,12,809,1246,V=045,S=0597,VL
1,12,809,1816,V=039,S=0671,VL
1,12,809,1981,V=039,S=0584,VL
1,12,809,2508,V=041,S=0606,VL
1,12,809,5348,V=047,S=0537,VL
1,12,809,5541,V=046,S=0582,VL
1,12,810,7,V=041,S=0604,VL
1,12,810,956,V=033,S=0527,VL
1,12,810,1121,V=036,S=0531,VL
1,12,810,1297,V=034,S=0565,VL
1,12,810,1577,V=034,S=0613,VL
1,12,810,1839,V=036,S=0575,VL
1,12,810,1986,V=037,S=0548,VL
1,12,810,2158,V=034,S=0518,VL
1,12,810,2500,V=034,S=0610,VL
1,12,810,2938,V=052,S=0870,VL
1,12,810,3222,V=047,S=0636,VL
1,12,810,3525,V=042,S=0614,VL
1,12,811,804,V=048,S=0603,VL
1,12,811,1131,V=047,S=0490,VL
1,12,811,1954,V=049,S=0529,VL
1,12,811,2123,V=048,S=0557,VL
1,12,811,2619,V=048,S=0583,VL
1,12,811,3063,V=045,S=0589,VL
1,12,811,5294,V=045,S=0532,VL
1,12,811,5963,V=045,S=0623,VL
1,12,812,162,V=045,S=0550,VL
1,12,812,505,V=047,S=0615,VL
1,12,812,693,V=048,S=0631,VL
1,12,812,1100,V=048,S=0602,VL
1,12,812,1466,V=049,S=0668,VL
1,12,812,4703,V=043,S=0596,VL
1,12,813,191,V=042,S=1223,PL/Bus
1,12,813,594,V=039,S=0555,VL
1,12,813,749,V=039,S=0606,VL
1,12,813,1346,V=045,S=1503,PL/Bus
1,12,813,1735,V=036,S=0611,VL
1,12,813,2110,V=034,S=0609,VL
1,12,813,2312,V=033,S=0606,VL
1,12,813,2427,V=032,S=0555,VL
1,12,813,2788,V=036,S=0604,VL
1,12,813,3778,V=040,S=0486,VL
1,12,813,3966,V=039,S=0573,VL
1,12,813,4296,V=040,S=0626,VL
1,12,813,4570,V=040,S=0632,VL
1,12,813,4876,V=037,S=0605,VL
1,12,813,5285,V=040,S=0609,VL
1,12,813,5825,V=045,S=0549,VL
1,12,813,5958,V=045,S=0635,VL
1,12,814,630,V=041,S=0668,VL
1,12,814,901,V=040,S=0724,VL
1,12,814,1785,V=048,S=0546,VL
1,12,814,2058,V=047,S=0593,VL
1,12,814,2367,V=038,S=0683,VL
1,12,814,3617,V=038,S=0628,VL
1,12,814,4765,V=050,S=0587,VL
1,12,814,5140,V=056,S=0642,VL
1,12,814,5157,V=054,S=0184,Vélo
1,12,814,5714,V=044,S=0695,VL
1,12,814,5939,V=041,S=0639,VL
1,12,815,344,V=045,S=0514,VL
1,12,815,2308,V=042,S=0585,VL
1,12,815,2542,V=043,S=0663,VL
1,12,815,2733,V=040,S=0574,VL
1,12,815,2968,V=042,S=0661,VL
1,12,815,3216,V=042,S=0663,VL
1,12,815,3740,V=044,S=0594,VL
1,12,815,4016,V=050,S=0679,VL
1,12,815,4281,V=050,S=0628,VL
1,12,815,5189,V=030,S=0579,VL
1,12,815,5473,V=027,S=0559,VL
1,12,815,5728,V=029,S=0751,VL
1,12,816,246,V=040,S=0526,VL
1,12,816,1115,V=037,S=0781,VL
1,12,816,1612,V=036,S=0984,PL/Bus
1,12,816,1887,V=037,S=0636,VL
1,12,816,2294,V=033,S=0553,VL
1,12,816,2893,V=040,S=0576,VL
1,12,816,3111,V=044,S=0576,VL
1,12,816,3348,V=044,S=0629,VL
1,12,816,3487,V=046,S=0283,2R
1,12,816,4848,V=044,S=0522,VL
1,12,816,4879,V=040,S=0178,Vélo
1,12,816,5821,V=041,S=0447,VL
1,12,817,73,V=044,S=0516,VL
1,12,817,93,V=045,S=0188,Vélo
1,12,817,582,V=046,S=0613,VL
1,12,817,1337,V=036,S=0661,VL
1,12,817,1510,V=036,S=0696,VL
1,12,817,1724,V=036,S=0608,VL
1,12,817,1827,V=034,S=0480,VL
1,12,817,1900,V=034,S=0309,2R
1,12,817,1974,V=034,S=0258,2R
1,12,817,2993,V=046,S=1506,PL/Bus
1,12,817,3363,V=052,S=0854,VL
1,12,818,652,V=037,S=2451,PL/Bus
1,12,818,1207,V=030,S=1133,PL/Bus
1,12,818,1430,V=030,S=0576,VL
1,12,818,1729,V=033,S=0706,VL
1,12,818,2133,V=029,S=0583,VL
1,12,818,2356,V=028,S=0535,VL
1,12,818,2512,V=030,S=0600,VL
1,12,818,2684,V=027,S=0491,VL
1,12,818,2884,V=026,S=0485,VL
1,12,818,3347,V=032,S=0557,VL
1,12,818,3551,V=034,S=0844,VL
1,12,818,3733,V=034,S=0653,VL
1,12,818,3950,V=032,S=0544,VL
1,12,818,4494,V=034,S=0576,VL
1,12,818,4713,V=032,S=0753,VL
1,12,818,5069,V=030,S=0534,VL
1,12,818,5235,V=029,S=0558,VL
1,12,818,5490,V=032,S=0478,VL
1,12,818,5667,V=032,S=0539,VL
1,12,818,5940,V=035,S=0602,VL
1,12,819,403,V=032,S=2331,PL/Bus
1,12,819,608,V=032,S=0555,VL
1,12,819,1235,V=029,S=2380,PL/Bus
1,12,819,1422,V=032,S=0644,VL
1,12,819,1602,V=029,S=0523,VL
1,12,819,1914,V=027,S=0660,VL
1,12,819,2500,V=022,S=0523,VL
1,12,819,3282,V=023,S=0434,VL
1,12,819,5049,V=047,S=0658,VL
1,12,819,5727,V=046,S=0870,VL
1,12,819,5867,V=045,S=0579,VL
1,12,820,330,V=047,S=0784,VL
1,12,820,1039,V=048,S=0658,VL
1,12,820,1491,V=046,S=0749,VL
1,12,820,2915,V=043,S=0558,VL
1,12,820,3247,V=046,S=0784,VL
1,12,820,3771,V=073,S=0281,2R
1,12,820,3949,V=055,S=0641,VL
1,12,820,4397,V=046,S=0642,VL
1,12,820,4535,V=045,S=0667,VL
1,12,820,4806,V=042,S=0543,VL
1,12,820,5118,V=039,S=0595,VL
1,12,821,118,V=051,S=0501,VL
1,12,821,461,V=046,S=0630,VL
1,12,821,596,V=045,S=0525,VL
1,12,821,824,V=048,S=0557,VL
