Jour,Heure,Seconde,Centième,Vitesse,Type,Véhicule,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
16/10/22,21:49,29,68,48,VL,1,257,,,,,
16/10/22,21:49,39,77,41,VL,1,258,,,,,
16/10/22,21:5,52,84,51,VL,1,242,,,,,
16/10/22,21:5,54,80,50,VL,1,283,,,,,
16/10/22,21:5,59,59,48,VL,1,257,,,,,
16/10/22,21:50,38,62,58,VL,1,283,,,,,
16/10/22,21:50,42,85,52,VL,1,323,,,,,
16/10/22,21:50,48,78,59,VL,1,258,,,,,
16/10/22,21:51,50,19,48,VL,1,244,,,,,
16/10/22,21:53,28,85,49,VL,1,256,,,,,
16/10/22,21:53,31,34,49,VL,1,232,,,,,
16/10/22,21:53,34,49,45,VL,1,269,,,,,
16/10/22,21:53,36,20,45,VL,1,268,,,,,
16/10/22,21:54,44,26,53,VL,1,258,,,,,
16/10/22,21:54,46,40,53,VL,1,244,,,,,
16/10/22,21:54,48,91,46,VL,1,255,,,,,
16/10/22,21:56,15,13,51,VL,1,254,,,,,
16/10/22,21:56,18,46,47,VL,1,231,,,,,
16/10/22,21:56,20,9,45,VL,1,268,,,,,
16/10/22,21:56,21,75,44,VL,2,370,,,,,
16/10/22,21:57,32,72,51,VL,1,257,,,,,
16/10/22,21:57,35,35,49,VL,1,271,,,,,
16/10/22,21:57,42,23,45,VL,1,256,,,,,
16/10/22,21:57,43,85,45,VL,1,243,,,,,
16/10/22,21:59,2,94,46,VL,1,257,,,,,
16/10/22,21:59,4,84,46,VL,1,243,,,,,
16/10/22,21:59,6,83,49,VL,1,245,,,,,
16/10/22,21:59,21,76,76,VL,1,268,,,,,
16/10/22,21:59,28,48,58,Moto,13,140,,,,,
16/10/22,21:6,0,93,48,VL,1,270,,,,,
16/10/22,21:6,5,91,41,VL,1,256,,,,,
16/10/22,21:7,21,50,51,VL,1,257,,,,,
16/10/22,21:7,28,12,42,VL,1,284,,,,,
16/10/22,21:7,29,60,42,VL,1,257,,,,,
16/10/22,21:7,44,54,41,VL,1,257,,,,,
16/10/22,21:7,56,47,44,VL,1,256,,,,,
16/10/22,21:8,43,7,49,VL,1,243,,,,,
16/10/22,21:8,47,18,56,VL,1,281,,,,,
16/10/22,21:8,54,27,41,VL,1,256,,,,,
16/10/22,21:8,57,94,40,VL,1,255,,,,,
16/10/22,21:9,52,91,78,VL,1,256,,,,,
16/10/22,22:0,8,36,55,VL,1,309,,,,,
16/10/22,22:0,13,43,52,VL,1,255,,,,,
16/10/22,22:0,34,70,58,VL,1,259,,,,,
16/10/22,22:0,48,16,40,VL,1,242,,,,,
16/10/22,22:1,23,88,40,VL,1,244,,,,,
16/10/22,22:1,26,62,43,VL,1,232,,,,,
16/10/22,22:1,27,88,41,VL,1,268,,,,,
16/10/22,22:1,30,25,40,VL,1,243,,,,,
16/10/22,22:10,25,89,54,VL,1,259,,,,,
16/10/22,22:10,28,25,51,VL,1,242,,,,,
16/10/22,22:11,3,5,52,VL,1,244,,,,,
16/10/22,22:12,3,69,58,VL,1,322,,,,,
16/10/22,22:12,11,48,46,VL,1,244,,,,,
16/10/22,22:12,13,54,48,VL,1,269,,,,,
16/10/22,22:12,17,35,45,VL,1,243,,,,,
16/10/22,22:12,19,56,42,VL,1,282,,,,,
16/10/22,22:13,21,69,49,VL,1,243,,,,,
16/10/22,22:14,54,57,47,VL,1,245,,,,,
16/10/22,22:14,58,14,46,VL,1,255,,,,,
16/10/22,22:15,2,74,45,VL,1,270,,,,,
16/10/22,22:16,13,71,43,VL,1,259,,,,,
16/10/22,22:16,15,42,43,VL,1,257,,,,,
16/10/22,22:17,33,47,51,VL,1,257,,,,,
16/10/22,22:18,53,12,54,VL,1,256,,,,,
16/10/22,22:18,55,44,48,VL,1,270,,,,,
16/10/22,22:2,33,76,46,VL,1,245,,,,,
16/10/22,22:2,37,18,45,VL,1,231,,,,,
16/10/22,22:20,1,56,50,VL,1,256,,,,,
16/10/22,22:21,8,78,68,VL,1,246,,,,,
16/10/22,22:21,10,28,62,VL,1,268,,,,,
16/10/22,22:21,30,30,59,VL,1,245,,,,,
16/10/22,22:22,34,58,47,VL,1,256,,,,,
16/10/22,22:22,36,87,46,VL,1,244,,,,,
16/10/22,22:22,39,0,48,VL,1,257,,,,,
16/10/22,22:22,41,46,52,VL,1,257,,,,,
16/10/22,22:23,51,78,56,VL,1,244,,,,,
16/10/22,22:23,56,40,51,VL,1,269,,,,,
16/10/22,22:25,24,15,80,Moto,13,140,,,,,
16/10/22,22:25,34,73,57,VL,1,245,,,,,
16/10/22,22:25,36,84,52,VL,1,245,,,,,
16/10/22,22:25,38,44,54,VL,1,242,,,,,
16/10/22,22:25,39,95,52,VL,1,245,,,,,
16/10/22,22:26,38,80,50,VL,1,243,,,,,
16/10/22,22:26,44,39,44,VL,1,256,,,,,
16/10/22,22:26,48,54,43,VL,1,255,,,,,
16/10/22,22:26,50,25,40,VL,1,269,,,,,
16/10/22,22:26,52,17,39,VL,1,243,,,,,
16/10/22,22:26,53,62,38,VL,1,243,,,,,
16/10/22,22:27,26,12,47,VL,1,271,,,,,
16/10/22,22:28,4,45,51,VL,1,230,,,,,
16/10/22,22:28,6,41,52,VL,1,243,,,,,
16/10/22,22:28,8,73,50,VL,1,255,,,,,
16/10/22,22:29,26,20,56,VL,1,231,,,,,
16/10/22,22:29,29,29,50,VL,1,256,,,,,
16/10/22,22:29,45,53,69,VL,1,282,,,,,
16/10/22,22:3,42,87,48,VL,1,270,,,,,
16/10/22,22:3,44,88,48,VL,1,257,,,,,
16/10/22,22:3,48,4,43,VL,1,256,,,,,
16/10/22,22:3,51,15,41,VL,1,257,,,,,
16/10/22,22:30,0,54,38,VL,1,255,,,,,
16/10/22,22:30,38,10,60,VL,1,259,,,,,
16/10/22,22:30,39,9,60,VL,1,259,,,,,
16/10/22,22:30,53,80,61,VL,1,244,,,,,
16/10/22,22:31,46,14,84,VL,1,261,,,,,
16/10/22,22:31,57,75,45,VL,1,256,,,,,
16/10/22,22:32,55,3,45,VL,1,268,,,,,
16/10/22,22:32,58,18,41,VL,1,245,,,,,
16/10/22,22:32,59,67,39,VL,1,255,,,,,
16/10/22,22:33,3,24,44,VL,1,258,,,,,
16/10/22,22:34,14,69,42,VL,1,257,,,,,
16/10/22,22:34,16,21,42,VL,1,244,,,,,
16/10/22,22:34,20,34,37,VL,1,269,,,,,
16/10/22,22:34,53,70,47,VL,2,361,,,,,
16/10/22,22:36,28,10,66,VL,1,233,,,,,
16/10/22,22:36,31,82,63,VL,1,258,,,,,
16/10/22,22:37,35,90,60,VL,1,256,,,,,
16/10/22,22:37,39,44,51,VL,1,269,,,,,
16/10/22,22:37,44,48,51,VL,1,245,,,,,
16/10/22,22:37,57,29,54,VL,1,259,,,,,
16/10/22,22:38,54,32,46,VL,1,283,,,,,
16/10/22,22:38,55,31,45,VL,1,256,,,,,
16/10/22,22:38,57,54,45,VL,1,296,,,,,
16/10/22,22:4,52,38,52,VL,1,257,,,,,
16/10/22,22:4,56,21,49,VL,1,256,,,,,
16/10/22,22:40,1,70,55,VL,1,243,,,,,
16/10/22,22:40,23,5,58,VL,1,282,,,,,
16/10/22,22:40,29,64,51,VL,1,242,,,,,
16/10/22,22:40,32,61,43,VL,1,245,,,,,
16/10/22,22:40,34,40,44,VL,1,242,,,,,
16/10/22,22:40,36,56,42,VL,1,256,,,,,
16/10/22,22:40,38,19,44,VL,1,269,,,,,
16/10/22,22:41,37,62,58,VL,1,245,,,,,
16/10/22,22:41,44,20,45,VL,1,269,,,,,
16/10/22,22:43,4,92,75,VL,1,259,,,,,
16/10/22,22:44,31,25,46,VL,1,243,,,,,
16/10/22,22:45,39,72,79,VL,1,244,,,,,
16/10/22,22:45,48,52,47,VL,1,245,,,,,
16/10/22,22:45,55,40,47,VL,1,268,,,,,
16/10/22,22:46,16,66,43,Moto,13,114,,,,,
16/10/22,22:46,35,49,55,VL,2,358,,,,,
16/10/22,22:47,1,67,52,VL,1,244,,,,,
16/10/22,22:47,3,90,52,VL,1,258,,,,,
16/10/22,22:47,15,16,48,VL,1,270,,,,,
16/10/22,22:48,35,36,48,VL,1,245,,,,,
16/10/22,22:49,23,1,52,VL,1,257,,,,,
16/10/22,22:49,27,6,52,VL,1,268,,,,,
16/10/22,22:49,28,83,52,VL,1,255,,,,,
16/10/22,22:5,6,41,57,VL,1,269,,,,,
16/10/22,22:50,28,34,62,VL,1,255,,,,,
16/10/22,22:50,49,58,64,VL,1,272,,,,,
16/10/22,22:51,47,27,50,VL,1,256,,,,,
16/10/22,22:52,50,95,47,VL,1,244,,,,,
16/10/22,22:53,2,37,110,Moto,13,140,,,,,
16/10/22,22:53,4,55,60,VL,1,244,,,,,
16/10/22,22:56,19,71,62,VL,1,256,,,,,
16/10/22,22:57,34,46,47,VL,1,255,,,,,
16/10/22,22:58,34,99,60,VL,1,284,,,,,
16/10/22,22:58,39,96,48,VL,1,244,,,,,
16/10/22,22:58,46,40,48,VL,1,245,,,,,
16/10/22,22:6,3,84,44,VL,1,244,,,,,
16/10/22,22:6,13,49,46,VL,2,358,,,,,
16/10/22,22:6,15,61,46,VL,1,258,,,,,
16/10/22,22:6,18,17,41,VL,1,258,,,,,
16/10/22,22:6,21,83,43,VL,1,257,,,,,
16/10/22,22:6,25,49,36,VL,1,244,,,,,
16/10/22,22:6,37,96,42,VL,1,271,,,,,
16/10/22,22:7,32,11,46,VL,1,244,,,,,
16/10/22,22:7,34,13,49,VL,1,243,,,,,
16/10/22,22:7,38,65,44,VL,1,243,,,,,
16/10/22,22:8,59,10,53,VL,1,258,,,,,
16/10/22,22:9,0,98,51,VL,1,255,,,,,
16/10/22,23:1,58,19,52,VL,1,232,,,,,
16/10/22,23:10,29,49,50,VL,1,229,,,,,
16/10/22,23:12,35,72,53,VL,1,244,,,,,
16/10/22,23:12,39,95,57,VL,1,231,,,,,
16/10/22,23:13,43,16,70,VL,1,245,,,,,
16/10/22,23:13,50,4,56,VL,1,258,,,,,
16/10/22,23:15,16,93,32,VL,2,359,,,,,
16/10/22,23:16,9,68,58,VL,1,254,,,,,
16/10/22,23:16,11,87,54,VL,1,245,,,,,
16/10/22,23:18,46,15,63,VL,1,258,,,,,
16/10/22,23:19,38,33,61,VL,1,244,,,,,
16/10/22,23:19,42,6,53,VL,1,257,,,,,
16/10/22,23:2,2,33,52,VL,1,268,,,,,
16/10/22,23:2,7,54,49,VL,1,256,,,,,
16/10/22,23:20,52,79,49,VL,1,271,,,,,
16/10/22,23:20,55,54,49,VL,1,258,,,,,
16/10/22,23:21,4,79,53,VL,1,256,,,,,
16/10/22,23:22,5,22,46,VL,1,258,,,,,
16/10/22,23:24,22,39,55,VL,1,258,,,,,
16/10/22,23:25,49,84,49,VL,1,231,,,,,
16/10/22,23:28,25,28,44,VL,1,230,,,,,
16/10/22,23:28,27,66,43,VL,1,245,,,,,
16/10/22,23:28,41,45,45,Moto,13,115,,,,,
16/10/22,23:28,44,78,43,VL,1,244,,,,,
16/10/22,23:29,50,80,45,VL,1,242,,,,,
16/10/22,23:31,14,75,52,VL,1,244,,,,,
16/10/22,23:31,17,1,50,VL,1,256,,,,,
16/10/22,23:33,44,75,40,VL,1,255,,,,,
16/10/22,23:33,49,14,42,VL,1,271,,,,,
16/10/22,23:34,38,72,55,VL,1,216,,,,,
16/10/22,23:35,46,64,67,VL,1,347,,,,,
16/10/22,23:35,52,77,54,VL,1,259,,,,,
16/10/22,23:36,9,35,90,VL,1,258,,,,,
16/10/22,23:38,20,73,51,VL,1,242,,,,,
16/10/22,23:38,22,81,51,VL,1,231,,,,,
16/10/22,23:38,28,25,45,VL,1,268,,,,,
16/10/22,23:39,24,34,61,VL,1,255,,,,,
16/10/22,23:4,31,95,51,VL,1,271,,,,,
16/10/22,23:40,55,27,44,VL,1,308,,,,,
16/10/22,23:41,50,83,49,VL,1,271,,,,,
16/10/22,23:43,2,36,60,VL,2,358,,,,,
16/10/22,23:45,41,88,52,VL,1,269,,,,,
16/10/22,23:46,34,28,55,Moto,13,115,,,,,
16/10/22,23:47,41,1,58,VL,1,283,,,,,
16/10/22,23:47,44,38,52,VL,1,243,,,,,
16/10/22,23:48,49,94,53,VL,1,271,,,,,
16/10/22,23:5,39,15,53,VL,1,256,,,,,
16/10/22,23:52,28,52,55,VL,1,244,,,,,
16/10/22,23:52,52,80,35,VL,1,230,,,,,
16/10/22,23:53,47,94,80,VL,1,242,,,,,
16/10/22,23:56,23,73,38,VL,2,361,,,,,
16/10/22,23:56,43,24,58,VL,1,245,,,,,
16/10/22,23:56,48,33,88,VL,1,241,,,,,
16/10/22,23:6,50,33,54,VL,1,257,,,,,
16/10/22,23:7,0,90,49,VL,1,193,,,,,
16/10/22,23:8,17,87,46,Moto,13,115,,,,,
16/10/22,3:0,42,40,52,VL,1,245,,,,,
16/10/22,3:0,45,24,48,VL,1,244,,,,,
16/10/22,3:15,2,11,47,VL,1,242,,,,,
16/10/22,3:19,28,11,82,VL,1,286,,,,,
16/10/22,3:2,10,43,49,VL,1,245,,,,,
16/10/22,3:23,28,9,42,VL,1,243,,,,,
16/10/22,3:25,17,75,44,VL,1,243,,,,,
16/10/22,3:26,46,41,56,VL,1,268,,,,,
16/10/22,3:29,49,95,57,VL,1,246,,,,,
16/10/22,3:3,3,3,51,VL,1,255,,,,,
16/10/22,3:32,46,15,36,VL,1,269,,,,,
16/10/22,3:33,25,42,47,VL,1,321,,,,,
16/10/22,3:36,52,15,51,VL,1,257,,,,,
16/10/22,3:38,1,67,47,VL,1,242,,,,,
16/10/22,3:39,9,38,62,VL,1,268,,,,,
16/10/22,3:5,23,43,48,VL,1,245,,,,,
16/10/22,3:53,33,68,60,VL,1,271,,,,,
16/10/22,3:58,54,23,73,VL,1,257,,,,,
16/10/22,3:58,57,14,70,VL,1,258,,,,,
16/10/22,3:6,36,47,48,VL,1,270,,,,,
16/10/22,3:6,59,75,47,VL,1,268,,,,,
16/10/22,4:1,17,92,59,VL,1,255,,,,,
16/10/22,4:10,40,95,54,VL,1,256,,,,,
16/10/22,4:10,43,54,59,VL,1,283,,,,,
16/10/22,4:13,2,68,43,VL,1,244,,,,,
16/10/22,4:15,50,35,53,VL,1,258,,,,,
16/10/22,4:22,14,98,66,VL,1,259,,,,,
16/10/22,4:26,15,57,43,Moto,13,115,,,,,
16/10/22,4:29,33,95,42,VL,1,231,,,,,
16/10/22,4:30,24,22,81,VL,1,243,,,,,
16/10/22,4:37,32,35,52,VL,1,231,,,,,
16/10/22,4:38,45,3,48,VL,1,231,,,,,
16/10/22,4:4,36,58,58,VL,1,258,,,,,
16/10/22,4:41,2,97,53,VL,1,242,,,,,
16/10/22,4:43,25,21,52,VL,2,360,,,,,
16/10/22,4:45,41,54,52,VL,1,231,,,,,
16/10/22,4:49,37,73,45,VL,1,245,,,,,
16/10/22,4:7,7,94,57,VL,1,259,,,,,
16/10/22,5:0,2,58,50,VL,1,243,,,,,
16/10/22,5:15,18,4,56,VL,1,256,,,,,
16/10/22,5:17,35,89,69,VL,1,255,,,,,
16/10/22,5:20,24,17,48,VL,1,256,,,,,
16/10/22,5:21,29,47,59,VL,1,268,,,,,
16/10/22,5:37,48,33,69,VL,1,319,,,,,
16/10/22,5:37,53,28,54,VL,1,257,,,,,
16/10/22,5:39,52,5,43,VL,1,243,,,,,
16/10/22,5:40,58,80,59,VL,1,244,,,,,
16/10/22,5:43,17,68,62,VL,1,257,,,,,
16/10/22,5:45,45,94,50,VL,1,243,,,,,
16/10/22,5:49,8,71,64,VL,1,255,,,,,
16/10/22,5:50,25,56,48,VL,1,256,,,,,
16/10/22,5:52,40,55,51,VL,1,256,,,,,
16/10/22,5:54,54,22,87,VL,1,282,,,,,
16/10/22,5:57,16,63,72,VL,1,246,,,,,
16/10/22,6:10,13,48,47,VL,1,257,,,,,
16/10/22,6:10,14,80,44,VL,1,243,,,,,
16/10/22,6:10,15,89,44,VL,1,230,,,,,
16/10/22,6:11,19,65,47,VL,1,255,,,,,
16/10/22,6:13,38,51,58,VL,1,269,,,,,
16/10/22,6:13,40,16,58,VL,1,245,,,,,
16/10/22,6:14,52,88,49,VL,1,243,,,,,
16/10/22,6:14,58,21,45,VL,1,245,,,,,
16/10/22,6:15,1,37,41,VL,1,229,,,,,
16/10/22,6:15,15,58,47,VL,1,243,,,,,
16/10/22,6:15,59,1,55,VL,1,243,,,,,
16/10/22,6:16,2,85,55,VL,1,259,,,,,
16/10/22,6:17,7,59,58,VL,1,272,,,,,
16/10/22,6:18,24,17,43,VL,1,242,,,,,
16/10/22,6:19,30,14,56,VL,1,257,,,,,
16/10/22,6:19,33,20,55,VL,1,259,,,,,
16/10/22,6:2,17,93,58,VL,1,269,,,,,
16/10/22,6:20,37,16,55,VL,1,244,,,,,
16/10/22,6:20,40,53,49,VL,1,245,,,,,
16/10/22,6:21,52,60,46,VL,1,232,,,,,
16/10/22,6:21,54,10,48,VL,1,257,,,,,
16/10/22,6:21,55,58,44,VL,1,242,,,,,
16/10/22,6:23,0,58,49,VL,1,256,,,,,
16/10/22,6:23,1,54,50,VL,1,243,,,,,
16/10/22,6:23,5,81,50,VL,1,243,,,,,
16/10/22,6:23,8,85,47,VL,1,268,,,,,
16/10/22,6:24,9,93,60,VL,1,243,,,,,
16/10/22,6:24,12,10,55,VL,1,258,,,,,
16/10/22,6:24,17,0,48,VL,1,257,,,,,
16/10/22,6:26,32,84,50,VL,1,256,,,,,
16/10/22,6:26,36,62,48,VL,1,258,,,,,
16/10/22,6:27,46,65,40,VL,1,256,,,,,
16/10/22,6:27,48,32,41,VL,1,257,,,,,
16/10/22,6:30,2,48,54,VL,1,268,,,,,
16/10/22,6:31,9,36,55,VL,1,259,,,,,
16/10/22,6:31,12,40,51,VL,1,242,,,,,
16/10/22,6:31,25,65,43,VL,12,322,349,,,,
16/10/22,6:32,18,74,66,VL,1,255,,,,,
16/10/22,6:32,24,67,46,VL,1,230,,,,,
16/10/22,6:33,35,69,48,VL,1,245,,,,,
16/10/22,6:34,40,67,49,VL,1,245,,,,,
16/10/22,6:34,41,97,51,VL,1,257,,,,,
16/10/22,6:34,43,28,45,VL,1,243,,,,,
16/10/22,6:34,45,40,47,VL,1,258,,,,,
16/10/22,6:34,51,89,52,VL,1,256,,,,,
16/10/22,6:34,57,23,49,VL,1,245,,,,,
16/10/22,6:35,3,54,46,VL,1,244,,,,,
16/10/22,6:35,53,9,46,VL,1,257,,,,,
16/10/22,6:35,53,83,45,VL,1,282,,,,,
16/10/22,6:35,55,27,43,VL,1,242,,,,,
16/10/22,6:36,12,42,61,VL,1,255,,,,,
16/10/22,6:37,19,73,45,VL,1,245,,,,,
16/10/22,6:38,17,20,57,VL,1,259,,,,,
16/10/22,6:38,19,53,57,VL,1,230,,,,,
16/10/22,6:38,40,98,52,VL,1,257,,,,,
16/10/22,6:39,38,44,55,VL,1,270,,,,,
16/10/22,6:39,39,62,56,VL,1,270,,,,,
16/10/22,6:4,44,70,46,VL,1,245,,,,,
16/10/22,6:40,51,9,58,VL,1,256,,,,,
16/10/22,6:42,11,11,62,VL,1,257,,,,,
16/10/22,6:43,37,89,60,VL,1,256,,,,,
16/10/22,6:45,39,12,54,VL,1,242,,,,,
16/10/22,6:45,48,12,44,VL,1,255,,,,,
16/10/22,6:48,21,26,74,VL,1,233,,,,,
16/10/22,6:48,29,96,53,VL,1,270,,,,,
16/10/22,6:49,34,15,54,VL,1,243,,,,,
16/10/22,6:5,32,46,46,VL,1,231,,,,,
16/10/22,6:5,34,26,47,VL,1,244,,,,,
16/10/22,6:53,43,6,50,VL,1,257,,,,,
16/10/22,6:53,47,68,45,VL,1,231,,,,,
16/10/22,6:54,21,57,50,VL,1,243,,,,,
16/10/22,6:56,8,85,54,VL,1,255,,,,,
16/10/22,6:58,50,83,55,VL,1,230,,,,,
16/10/22,6:59,40,25,52,VL,1,256,,,,,
16/10/22,6:59,42,4,53,VL,1,258,,,,,
16/10/22,6:7,49,99,62,VL,1,245,,,,,
16/10/22,6:7,53,76,53,VL,1,256,,,,,
16/10/22,6:9,1,17,50,VL,1,270,,,,,
16/10/22,7:10,13,5,52,VL,1,244,,,,,
16/10/22,7:11,17,97,58,VL,1,245,,,,,
16/10/22,7:11,25,16,54,VL,1,345,,,,,
16/10/22,7:12,38,74,49,VL,1,309,,,,,
16/10/22,7:12,58,79,43,VL,1,245,,,,,
16/10/22,7:13,0,63,42,VL,1,256,,,,,
16/10/22,7:14,44,61,67,VL,1,273,,,,,
16/10/22,7:14,51,19,59,VL,1,244,,,,,
16/10/22,7:17,12,57,47,VL,1,255,,,,,
16/10/22,7:17,14,63,47,VL,1,307,,,,,
16/10/22,7:17,19,20,47,VL,1,271,,,,,
16/10/22,7:17,20,74,46,VL,1,257,,,,,
16/10/22,7:18,29,20,43,VL,1,257,,,,,
16/10/22,7:2,4,13,61,VL,1,258,,,,,
16/10/22,7:22,48,18,44,VL,2,359,,,,,
16/10/22,7:25,19,75,52,VL,1,257,,,,,
16/10/22,7:26,30,77,57,VL,1,285,,,,,
16/10/22,7:28,4,48,61,VL,1,258,,,,,
16/10/22,7:28,53,22,58,VL,1,309,,,,,
16/10/22,7:3,10,66,59,VL,1,255,,,,,
16/10/22,7:3,19,39,42,VL,1,283,,,,,
16/10/22,7:31,12,6,53,VL,1,258,,,,,
16/10/22,7:33,33,74,53,VL,1,231,,,,,
16/10/22,7:34,43,45,50,VL,1,243,,,,,
16/10/22,7:36,0,84,49,VL,1,270,,,,,
16/10/22,7:37,2,81,49,VL,1,258,,,,,
16/10/22,7:37,3,97,48,VL,1,258,,,,,
16/10/22,7:38,31,6,55,VL,1,258,,,,,
16/10/22,7:38,34,29,53,VL,1,255,,,,,
16/10/22,7:38,37,19,47,VL,1,255,,,,,
16/10/22,7:38,39,11,47,VL,1,255,,,,,
16/10/22,7:4,20,87,49,VL,1,245,,,,,
16/10/22,7:4,22,57,48,VL,1,256,,,,,
16/10/22,7:40,6,9,44,VL,1,309,,,,,
16/10/22,7:40,7,95,42,VL,1,257,,,,,
16/10/22,7:43,7,88,63,VL,1,271,,,,,
16/10/22,7:47,31,81,51,VL,1,229,,,,,
16/10/22,7:47,33,16,46,VL,1,244,,,,,
16/10/22,7:47,48,91,39,VL,1,269,,,,,
16/10/22,7:53,19,52,62,VL,1,245,,,,,
16/10/22,7:54,23,75,78,VL,1,246,,,,,
16/10/22,7:54,26,50,82,VL,1,246,,,,,
16/10/22,7:55,41,83,51,VL,1,244,,,,,
16/10/22,7:55,45,36,47,VL,1,307,,,,,
16/10/22,7:55,47,60,44,VL,1,268,,,,,
16/10/22,7:55,49,5,41,VL,1,256,,,,,
16/10/22,7:56,49,17,49,VL,1,245,,,,,
16/10/22,7:57,13,44,75,VL,1,241,,,,,
16/10/22,7:6,42,43,49,VL,1,271,,,,,
16/10/22,7:6,45,16,47,VL,1,244,,,,,
16/10/22,7:7,53,72,52,VL,1,230,,,,,
16/10/22,7:8,8,33,64,VL,1,258,,,,,
16/10/22,7:8,56,66,72,VL,1,256,,,,,
16/10/22,7:9,12,37,83,Moto,13,141,,,,,
16/10/22,8:1,29,54,54,VL,1,256,,,,,
16/10/22,8:10,24,73,56,VL,1,257,,,,,
16/10/22,8:10,28,74,46,VL,1,244,,,,,
16/10/22,8:10,31,91,49,VL,1,243,,,,,
16/10/22,8:11,42,60,39,VL,1,230,,,,,
16/10/22,8:14,17,19,59,VL,1,242,,,,,
16/10/22,8:14,46,55,51,VL,1,271,,,,,
16/10/22,8:16,44,98,45,VL,1,269,,,,,
16/10/22,8:17,52,36,45,VL,1,256,,,,,
16/10/22,8:17,54,37,47,VL,1,245,,,,,
16/10/22,8:19,7,6,52,VL,1,257,,,,,
16/10/22,8:20,31,72,54,VL,1,245,,,,,
16/10/22,8:20,37,29,47,VL,1,256,,,,,
16/10/22,8:20,40,11,45,VL,1,270,,,,,
16/10/22,8:21,57,23,57,VL,1,259,,,,,
16/10/22,8:22,2,37,49,VL,1,256,,,,,
16/10/22,8:22,5,8,48,VL,1,308,,,,,
16/10/22,8:22,8,8,48,VL,1,244,,,,,
16/10/22,8:22,10,38,43,VL,1,271,,,,,
16/10/22,8:23,22,57,45,VL,2,411,,,,,
16/10/22,8:25,11,83,45,VL,1,245,,,,,
16/10/22,8:26,0,61,42,VL,1,245,,,,,
16/10/22,8:26,8,26,37,VL,1,255,,,,,
16/10/22,8:27,5,67,62,VL,1,255,,,,,
16/10/22,8:28,27,93,46,VL,1,256,,,,,
16/10/22,8:28,41,5,55,VL,1,269,,,,,
16/10/22,8:29,49,16,45,VL,1,256,,,,,
16/10/22,8:31,51,21,45,VL,1,245,,,,,
16/10/22,8:31,55,18,47,VL,1,268,,,,,
16/10/22,8:31,56,55,46,VL,1,257,,,,,
16/10/22,8:33,3,33,42,VL,1,243,,,,,
16/10/22,8:34,10,72,60,VL,1,281,,,,,
16/10/22,8:34,20,47,40,VL,1,258,,,,,
16/10/22,8:34,22,23,37,VL,1,282,,,,,
16/10/22,8:35,19,86,50,Moto,13,154,,,,,
16/10/22,8:35,24,96,47,VL,1,256,,,,,
16/10/22,8:38,48,52,42,VL,1,271,,,,,
16/10/22,8:40,3,64,42,VL,1,232,,,,,
16/10/22,8:41,9,10,62,VL,1,324,,,,,
16/10/22,8:41,10,66,61,VL,1,258,,,,,
16/10/22,8:41,13,0,61,VL,1,324,,,,,
16/10/22,8:43,39,70,43,VL,1,257,,,,,
16/10/22,8:44,47,9,40,VL,1,256,,,,,
16/10/22,8:44,55,25,74,VL,1,243,,,,,
16/10/22,8:45,38,86,52,VL,1,243,,,,,
16/10/22,8:45,41,39,48,VL,1,242,,,,,
16/10/22,8:46,57,73,41,VL,1,244,,,,,
16/10/22,8:49,19,27,51,VL,1,269,,,,,
16/10/22,8:49,26,72,44,VL,1,256,,,,,
16/10/22,8:49,28,52,46,VL,1,256,,,,,
16/10/22,8:49,29,91,48,VL,1,281,,,,,
16/10/22,8:5,15,87,45,VL,1,256,,,,,
16/10/22,8:50,24,88,56,VL,1,256,,,,,
16/10/22,8:51,39,64,53,VL,1,232,,,,,
16/10/22,8:52,50,40,50,VL,1,230,,,,,
16/10/22,8:52,54,42,45,VL,1,282,,,,,
16/10/22,8:52,55,45,45,VL,1,270,,,,,
16/10/22,8:52,56,88,45,VL,1,256,,,,,
16/10/22,8:54,1,2,48,VL,1,271,,,,,
16/10/22,8:54,2,64,49,VL,1,257,,,,,
16/10/22,8:55,12,48,50,VL,1,232,,,,,
16/10/22,8:56,26,49,56,VL,1,229,,,,,
16/10/22,8:56,47,17,48,VL,1,218,,,,,
16/10/22,8:58,40,21,54,VL,1,255,,,,,
16/10/22,8:58,41,57,53,VL,1,271,,,,,
16/10/22,8:7,32,34,53,VL,1,242,,,,,
16/10/22,8:7,36,49,49,VL,1,243,,,,,
16/10/22,8:7,40,21,49,VL,1,257,,,,,
16/10/22,9:10,38,83,42,VL,1,283,,,,,
16/10/22,9:10,40,96,46,VL,1,244,,,,,
16/10/22,9:12,1,53,54,VL,1,284,,,,,
16/10/22,9:12,9,41,42,VL,1,256,,,,,
16/10/22,9:12,11,27,39,VL,1,257,,,,,
16/10/22,9:12,32,87,64,VL,1,269,,,,,
16/10/22,9:13,20,35,53,VL,1,258,,,,,
16/10/22,9:13,22,16,52,VL,1,255,,,,,
16/10/22,9:14,53,65,47,VL,1,257,,,,,
16/10/22,9:14,55,53,48,VL,1,270,,,,,
16/10/22,9:14,58,22,49,VL,1,272,,,,,
16/10/22,9:15,7,67,68,VL,1,259,,,,,
16/10/22,9:16,21,4,47,VL,1,245,,,,,
16/10/22,9:16,27,50,34,VL,1,270,,,,,
16/10/22,9:16,42,10,34,VL,1,245,,,,,
